[11:35:56 1/6/2026] User: 0522 0100 7777 | Action: CREATE_RESIDENCE_REQUEST | Info: Tao ho so xac nhan cu tru cho Nguyễn Văn A
[12:34:57 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 3b961f15-fae7-4ae6-8a8f-d588c10b006f
[12:34:57 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=fe6d6657-c544-4f79-8035-6bdcb814130a
[12:34:57 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: fe6d6657-c544-4f79-8035-6bdcb814130a
[12:34:57 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=45f5d80d-dbe6-4f9b-b063-d2a31e299721
[12:34:57 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 45f5d80d-dbe6-4f9b-b063-d2a31e299721
[12:34:57 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=16d2c534-b630-4af8-b81b-7b3ef3b8ba59
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 16d2c534-b630-4af8-b81b-7b3ef3b8ba59
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=ab451788-0d17-4bca-8145-da1d44b7e975
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: ab451788-0d17-4bca-8145-da1d44b7e975
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=d026ccd5-42af-4ebc-bb99-187d21c68186
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: d026ccd5-42af-4ebc-bb99-187d21c68186
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=0c4f30e9-81f7-413c-87ed-a7652ca85954
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 0c4f30e9-81f7-413c-87ed-a7652ca85954
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=e59a3ed9-6949-4d2a-98e3-048407a9ef0c
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: e59a3ed9-6949-4d2a-98e3-048407a9ef0c
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=b1dc1e13-a741-471b-8919-8ff27bbec85c
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: b1dc1e13-a741-471b-8919-8ff27bbec85c
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=f1911a67-b70f-4768-971f-c5278b59e953
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: f1911a67-b70f-4768-971f-c5278b59e953
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=13fd7bcc-a2c1-4c7a-8897-9aed1fe920fe
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 13fd7bcc-a2c1-4c7a-8897-9aed1fe920fe
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=8962585f-565b-47e1-b6c1-09af4c6dc83a
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 8962585f-565b-47e1-b6c1-09af4c6dc83a
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=f58f58fb-8e47-46f8-8d83-9d97c5e01686
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: f58f58fb-8e47-46f8-8d83-9d97c5e01686
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=7d9119ae-39c1-46b7-a61e-f3a6a8e794cb
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 7d9119ae-39c1-46b7-a61e-f3a6a8e794cb
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=4d50a270-77ca-4ae3-84f2-2014132f0ea1
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 4d50a270-77ca-4ae3-84f2-2014132f0ea1
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=53254c01-df7b-40b6-8273-acdcfe15bf7c
[12:34:58 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 53254c01-df7b-40b6-8273-acdcfe15bf7c
[12:34:58 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=194d7484-2643-497d-955d-be39fab6a01b
[12:34:59 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 194d7484-2643-497d-955d-be39fab6a01b
[12:34:59 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=95dac1bb-7b15-4e24-a98d-c61916e4f3eb
[12:34:59 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 95dac1bb-7b15-4e24-a98d-c61916e4f3eb
[12:34:59 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=77c46e3c-80f6-4238-873d-07ec85eeb45f
[12:34:59 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 77c46e3c-80f6-4238-873d-07ec85eeb45f
[12:34:59 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=5c087e90-0588-466a-a87f-01cafeecae6b
[12:34:59 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 5c087e90-0588-466a-a87f-01cafeecae6b
[12:34:59 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=82b144ec-10c5-4e3c-8bbf-9028d21b8a3d
[12:34:59 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 82b144ec-10c5-4e3c-8bbf-9028d21b8a3d
[12:34:59 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=15cc2c3d-cc8a-4249-93e6-204a6388bce1
[12:34:59 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 15cc2c3d-cc8a-4249-93e6-204a6388bce1
[12:34:59 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=89cf9f0c-609a-4bdf-a5ad-5903270d2bcd
[12:34:59 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 89cf9f0c-609a-4bdf-a5ad-5903270d2bcd
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=87b2b6b3-813b-4dc6-a449-044137c02b15
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 87b2b6b3-813b-4dc6-a449-044137c02b15
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=45f07dc3-8aa2-4bfb-a89a-e4bb29e8984d
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 45f07dc3-8aa2-4bfb-a89a-e4bb29e8984d
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=ba93d304-e860-4e32-9113-005e49933353
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: ba93d304-e860-4e32-9113-005e49933353
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=107ff7a8-1407-4d39-b113-08c6ce2d8077
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 107ff7a8-1407-4d39-b113-08c6ce2d8077
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=d361801c-bee5-4c90-9126-097573db0dd4
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: d361801c-bee5-4c90-9126-097573db0dd4
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=cac745cd-f3ca-410b-a6f5-38bdf9768ec5
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: cac745cd-f3ca-410b-a6f5-38bdf9768ec5
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=d6db81e5-1676-4387-a712-4b400bd2a329
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: d6db81e5-1676-4387-a712-4b400bd2a329
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=8248846e-11c0-426d-ba61-ef88bceafdf6
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 8248846e-11c0-426d-ba61-ef88bceafdf6
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=064f5a79-5205-4f1f-8d7a-1e12a47a96bf
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 064f5a79-5205-4f1f-8d7a-1e12a47a96bf
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=1ea7daf1-003c-4587-a41d-6998f9817487
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 1ea7daf1-003c-4587-a41d-6998f9817487
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=b99bc047-004c-4f99-aff4-80611597ffb3
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: b99bc047-004c-4f99-aff4-80611597ffb3
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=86db77bb-989b-4591-b2e1-c3afb098d8b4
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 86db77bb-989b-4591-b2e1-c3afb098d8b4
[12:35:33 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=197d0746-49ca-40f6-ab2b-0aadbd4f25cd
[12:35:33 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 197d0746-49ca-40f6-ab2b-0aadbd4f25cd
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=25c64d68-de97-4d52-a838-861747ee9709
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 25c64d68-de97-4d52-a838-861747ee9709
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=98c31ef4-9e6d-4c9c-8d06-d95adcbdc9a0
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 98c31ef4-9e6d-4c9c-8d06-d95adcbdc9a0
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=ba6b4c92-0d4a-4005-9088-7efede2fb2b8
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: ba6b4c92-0d4a-4005-9088-7efede2fb2b8
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=5e236eea-f2f5-4432-aa0c-f5badb6b245c
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 5e236eea-f2f5-4432-aa0c-f5badb6b245c
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=39574f1a-1662-462d-96f0-dfa987aadc4e
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 39574f1a-1662-462d-96f0-dfa987aadc4e
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=b3cd5168-0ba3-40be-b2b9-d3726d7e7464
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: b3cd5168-0ba3-40be-b2b9-d3726d7e7464
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=fa613b27-01b4-4bfb-a9d0-03624128213e
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: fa613b27-01b4-4bfb-a9d0-03624128213e
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=b4855d75-346e-472a-b2a7-aaeae900d84c
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: b4855d75-346e-472a-b2a7-aaeae900d84c
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=50288ea2-efe4-4782-b478-a9107a8243e2
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 50288ea2-efe4-4782-b478-a9107a8243e2
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=6393279d-8836-419a-a489-04c5d7a2ae32
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 6393279d-8836-419a-a489-04c5d7a2ae32
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=5fd2a0df-e617-41e1-881d-ef83c69cd0e2
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 5fd2a0df-e617-41e1-881d-ef83c69cd0e2
[12:35:34 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=61d380b9-36a6-4ae1-9430-75f40ab7eea6
[12:35:34 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 61d380b9-36a6-4ae1-9430-75f40ab7eea6
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=25429a29-a1d0-4cff-9a57-06819da60e5c
[12:35:35 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 25429a29-a1d0-4cff-9a57-06819da60e5c
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=2d7ba0d1-cb76-44bc-ba47-f33a97e364c1
[12:35:35 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 2d7ba0d1-cb76-44bc-ba47-f33a97e364c1
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=fcf5276a-a12b-47da-b584-b832347d3953
[12:35:35 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: fcf5276a-a12b-47da-b584-b832347d3953
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=66616a91-5992-4cb5-8949-deb85128f05e
[12:35:35 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 66616a91-5992-4cb5-8949-deb85128f05e
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=5390f55f-e9a9-4ddb-8355-4553d3210d0c
[12:35:35 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 5390f55f-e9a9-4ddb-8355-4553d3210d0c
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=2fc98de9-5b45-4824-99c9-f4b7c018efbf
[12:35:35 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 2fc98de9-5b45-4824-99c9-f4b7c018efbf
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=1841c071-3e3a-4c77-ac97-f0790aa7c2c9
[12:35:35 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 1841c071-3e3a-4c77-ac97-f0790aa7c2c9
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=9fad332e-b14f-4727-a7d4-75a6ecc9d3d4
[12:35:35 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 9fad332e-b14f-4727-a7d4-75a6ecc9d3d4
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=ed8d0e27-eedd-4198-8081-410f5128e525
[12:35:35 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: ed8d0e27-eedd-4198-8081-410f5128e525
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=e614f662-c6e4-46d3-b4df-d67082a5c6d0
[12:35:35 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: e614f662-c6e4-46d3-b4df-d67082a5c6d0
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=e286d7dc-13fa-4a22-868f-c674f9917d46
[12:35:35 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: e286d7dc-13fa-4a22-868f-c674f9917d46
[12:35:35 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=a862ed91-1352-4173-b584-817e5421ad84
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: a862ed91-1352-4173-b584-817e5421ad84
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=6fe0f455-d6d1-49bb-ac80-fe533f41be98
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 6fe0f455-d6d1-49bb-ac80-fe533f41be98
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=5b9c0d29-34be-4288-a180-3131000d9a18
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 5b9c0d29-34be-4288-a180-3131000d9a18
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=33d6a9dc-b598-4598-b697-30a883ee1a5d
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 33d6a9dc-b598-4598-b697-30a883ee1a5d
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=da40ed35-3074-450a-8445-6a1fb88e3896
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: da40ed35-3074-450a-8445-6a1fb88e3896
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=583c3909-81e9-4dd6-9766-d2ddf476e16d
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 583c3909-81e9-4dd6-9766-d2ddf476e16d
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=4fac5ae1-d869-4191-b9ab-6799adfc6503
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 4fac5ae1-d869-4191-b9ab-6799adfc6503
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=0f844701-5fa6-44cf-8f7e-d7206688a262
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 0f844701-5fa6-44cf-8f7e-d7206688a262
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=6c0deb12-0c5e-4e3b-a73f-b7f43e5efd87
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 6c0deb12-0c5e-4e3b-a73f-b7f43e5efd87
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=85c00f40-6b7e-45df-ad88-56923c079c94
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 85c00f40-6b7e-45df-ad88-56923c079c94
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=b3d91ff4-03ad-41cd-9461-87b541fb9858
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: b3d91ff4-03ad-41cd-9461-87b541fb9858
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=e873ce29-71f8-4409-9e8b-3b6293aab521
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: e873ce29-71f8-4409-9e8b-3b6293aab521
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=63be7284-38d4-4660-b964-a2335495fdfe
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 63be7284-38d4-4660-b964-a2335495fdfe
[12:35:36 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=07732ff7-d90e-4f0c-b071-d5ae8631c9e1
[12:35:36 2/6/2026] User: officer_01 | Action: REPLAY_ATTACK_BLOCKED | Info: Reused DPoP jti: 07732ff7-d90e-4f0c-b071-d5ae8631c9e1
[13:41:10 2/6/2026] User: officer_01 | Action: ISSUE_LOCAL_CERT | Info: Success
[13:41:44 2/6/2026] User: 0522 0100 7777 | Action: CREATE_RESIDENCE_REQUEST | Info: Tao ho so xac nhan cu tru cho Nguyễn Văn A
[13:42:10 2/6/2026] User: officer_01 | Action: OPA_DECISION_DENY | Info: OPA/Rego deny officer_local_sign - fileStatus=PENDING
[13:42:15 2/6/2026] User: officer_01 | Action: APPROVE | Info: Đã duyệt hồ sơ 1780382504719
[13:43:23 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=401491b5-0296-43de-881b-e0110bab2050
[13:43:23 2/6/2026] User: officer_01 | Action: OPA_DECISION_ALLOW | Info: OPA/Rego allow officer_remote_sign
[13:43:28 2/6/2026] User: officer_01 | Action: SIGN_SUCCESS_OFFICER_HSM | Info: XacNhanCuTru_052201007777.pdf
[14:43:13 2/6/2026] User: officer_01 | Action: ISSUE_REMOTE_CERT | Info: Success
[14:43:20 2/6/2026] User: officer_01 | Action: OPA_DECISION_DENY | Info: OPA/Rego deny officer_remote_sign - fileStatus=SIGNED
[14:43:22 2/6/2026] User: officer_01 | Action: APPROVE | Info: Đã duyệt hồ sơ 1780382504719
[14:43:29 2/6/2026] User: officer_01 | Action: DPOP_ALLOW | Info: DPoP verified jti=a436ba2c-feb2-41bc-b614-2c0c0ecab027
[14:43:29 2/6/2026] User: officer_01 | Action: OPA_DECISION_ALLOW | Info: OPA/Rego allow officer_remote_sign
[14:43:29 2/6/2026] User: SYSTEM | Action: REVOKE_OLD_SIG | Info: Revoked old REMOTE signature for file hash 099a33bcc3d84d96bbc9937f1d73ea651a2f2d41d416a72c6f260ccabb1ee1a8
[14:43:37 2/6/2026] User: officer_01 | Action: SIGN_SUCCESS_OFFICER_HSM | Info: XacNhanCuTru_052201007777.pdf
